customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
CUST_00171,25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4,N,2
CUST_00172,22,56400,RENT,2.0,HOMEIMPROVEMENT,D,25000,14.96,1,0.44,Y,3
CUST_00173,23,140250,MORTGAGE,7.0,EDUCATION,A,28000,7.49,0,0.14,N,2
CUST_00174,21,140250,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000,13.99,0,0.13,N,2
CUST_00175,24,140250,MORTGAGE,3.0,VENTURE,A,24000,7.49,0,0.12,N,4
CUST_00176,26,140250,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0,0.07,N,3
CUST_00177,25,140250,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500,11.99,0,0.08,N,2
CUST_00178,24,140250,RENT,8.0,EDUCATION,A,10000,8.49,0,0.05,N,4
CUST_00179,24,66000,RENT,3.0,EDUCATION,B,25000,9.91,1,0.38,N,2
CUST_00180,22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.38,Y,3
CUST_00181,22,140250,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0,0.04,N,4
CUST_00182,25,140250,RENT,5.0,EDUCATION,D,18000,16.32,0,0.09,N,3
CUST_00183,25,140250,MORTGAGE,2.0,VENTURE,B,12000,10.38,0,0.06,N,2
CUST_00184,25,140250,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0,0.12,N,3
CUST_00185,24,140250,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.1,N,3
CUST_00186,24,60000,RENT,2.0,DEBTCONSOLIDATION,E,25000,16.82,1,0.42,Y,2
CUST_00187,21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.21,N,4
CUST_00188,26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.37,Y,2
CUST_00189,23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.37,N,4
CUST_00190,24,67000,RENT,2.0,VENTURE,B,25000,10.99,1,0.37,N,3
CUST_00191,24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.37,Y,3
CUST_00192,25,69000,RENT,9.0,PERSONAL,D,25000,17.49,1,0.36,N,2
CUST_00193,25,140250,MORTGAGE,0.0,EDUCATION,B,12000,11.48,0,0.06,N,3
CUST_00194,26,140250,MORTGAGE,10.0,VENTURE,E,20000,17.74,1,0.11,N,2
CUST_00195,26,140250,MORTGAGE,4.0,PERSONAL,C,3000,13.92,0,0.01,N,3
CUST_00196,25,69996,RENT,9.0,EDUCATION,D,25000,15.21,1,0.36,N,3
CUST_00197,22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3
CUST_00198,24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.36,N,4
CUST_00199,24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3
CUST_00200,24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4
CUST_00201,25,66000,RENT,9.0,VENTURE,D,25000,15.33,1,0.38,Y,2
CUST_00202,26,66000,RENT,3.0,HOMEIMPROVEMENT,B,25000,11.58,1,0.38,N,4
CUST_00203,25,14400,OWN,7.0,EDUCATION,A,5375,5.79,1,0.37,N,2
CUST_00204,25,72612,RENT,9.0,MEDICAL,C,25000,13.11,1,0.34,N,2
CUST_00205,23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,3
CUST_00206,25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2
CUST_00207,24,140250,RENT,0.0,MEDICAL,C,22000,13.48,0,0.11,Y,2
CUST_00208,25,140250,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0,0.05,N,4
CUST_00209,26,140250,MORTGAGE,5.0,PERSONAL,A,15000,7.49,0,0.08,N,3
CUST_00210,22,140250,MORTGAGE,3.0,VENTURE,C,10000,13.48,0,0.05,N,3
CUST_00211,24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.33,N,4
CUST_00212,22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.35,Y,4
CUST_00213,26,140250,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.11,N,4
CUST_00214,23,140250,OWN,0.0,PERSONAL,B,24000,11.83,0,0.13,N,3
CUST_00215,23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,13.48,1,0.32,Y,2
CUST_00216,23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3
CUST_00217,23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3
CUST_00218,25,140250,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4
CUST_00219,24,140250,MORTGAGE,4.0,EDUCATION,B,35000,12.42,0,0.19,N,2
CUST_00220,25,140250,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2
CUST_00221,24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2
CUST_00222,23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2
CUST_00223,21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2
CUST_00224,24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2
CUST_00225,24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4
CUST_00226,21,14400,MORTGAGE,0.0,MEDICAL,C,1500,13.48,0,0.1,N,4
CUST_00227,24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2
CUST_00228,26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4
CUST_00229,22,140250,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2
CUST_00230,26,140250,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2
CUST_00231,24,140250,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4
CUST_00232,23,140250,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2
CUST_00233,24,140250,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4
CUST_00234,24,140250,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3
CUST_00235,22,140250,MORTGAGE,3.0,EDUCATION,A,1000,7.49,0,0.01,N,2
CUST_00236,25,140250,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3
CUST_00237,23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4
CUST_00238,26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,15.31,1,0.34,Y,4
CUST_00239,25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3
CUST_00240,23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3
CUST_00241,24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2
CUST_00242,24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3
CUST_00243,24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3
CUST_00244,24,140250,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4
CUST_00245,23,140250,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3
CUST_00246,23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2
CUST_00247,22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4
CUST_00248,22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4
CUST_00249,24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4
CUST_00250,24,140250,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2
CUST_00251,26,140250,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4
CUST_00252,25,140250,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4
CUST_00253,23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.48,1,0.41,N,4
CUST_00254,24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3
CUST_00255,24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3
CUST_00256,23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4
CUST_00257,23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2
CUST_00258,25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4
CUST_00259,21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2
CUST_00260,26,140250,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4
CUST_00261,24,140250,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3
CUST_00262,25,140250,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4
CUST_00263,26,140250,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4
CUST_00264,25,140250,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2
CUST_00265,23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4
CUST_00266,23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3
CUST_00267,25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4
CUST_00268,23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3
CUST_00269,24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4
CUST_00270,24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3
CUST_00271,25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3
CUST_00272,24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4
CUST_00273,23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4
CUST_00274,23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3
CUST_00275,23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4
CUST_00276,25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3
CUST_00277,26,140250,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4
CUST_00278,25,140250,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2
CUST_00279,22,140250,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2
CUST_00280,23,140250,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3
CUST_00281,23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4
CUST_00282,23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2
